universe,quality,pullback,trigger,hold,exit,n,wr,exp,avg_w,avg_l,score
small,above200,dn8,gapup,20,trail5,527,0.3908918406072106,0.010569623470422465,0.08203116130876198,-0.035290428849508795,0.2426413557939544
mid,above200+rs,vwap,volexp,20,target10,1398,0.5772532188841202,0.0064873074005731305,0.07195700050615789,-0.08291039536796647,0.24255937400711647
large,none,dn8,volexp,5,target10,1376,0.5523255813953488,0.006538683306261913,0.06404196716464518,-0.06440692664888627,0.24254901778055793
large,above21,dn15,green,10,target10,63,0.7301587301587301,0.030517053294516937,0.09539584589183399,-0.14503732667469393,0.24222160129138853
large,above50,touch21,immed,5,target10,8689,0.5463229370468409,0.002597028527119595,0.029409299989981135,-0.029690605322247165,0.2420815095292853
small,above200+rs,dn10,gapup,2,time,225,0.47555555555555556,0.01613570346738018,0.09764159436151774,-0.05777218064849034,0.2420355520107027
large,none,dn5,volexp,2,time,2228,0.4964093357271095,0.005122850771829329,0.059291402335231023,-0.04827324372827965,0.241807239072372
mid,none,touch200,immed,20,target10,6416,0.5305486284289277,0.0030182340969492957,0.04870267494668792,-0.048611857753153714,0.24176036276143928
small,none,dn10,volexp,20,target10,2581,0.6745447500968617,0.00475454495039219,0.09271732484619874,-0.17755878814317824,0.2415477297052468
mid,none,touch21,gapup,20,time,2328,0.5425257731958762,0.0050057347342961165,0.04600726428808024,-0.043618614398501385,0.24152345885185292
large,above50,dn10,volexp,2,target15,68,0.6470588235294118,0.02928378701432102,0.08642675659248734,-0.07547832387898394,0.24148029395627277
small,none,vwap,volexp,10,target15,4036,0.5277502477700694,0.0038010231068186227,0.06621470686617116,-0.0659477420597191,0.24147717613469158
large,above200+rs,dn10,immed,20,trail5,1087,0.40846366145354185,0.007310264874063945,0.06734303830631945,-0.034143158771226007,0.24101711586315566
large,above50,touch21,volexp,20,target10,904,0.5586283185840708,0.008013076112410101,0.05367141291864122,-0.04977504440675461,0.24092589620064248
small,above200+rs,dn5,immed,5,trail5,6316,0.4151361621279291,0.003030904506728269,0.0540759142632962,-0.033200826836455574,0.24087587991778794
mid,above50,dn8,gapup,20,trail5,288,0.4201388888888889,0.014193099259418739,0.0791790517515105,-0.03289253098934237,0.24086488157733013
large,above50+rs,touch50,gapup,20,target10,340,0.5588235294117647,0.013036769753841807,0.052457116503988446,-0.03689566946301061,0.24038615665007157
small,above200,touch200,volexp,5,trail5,1009,0.489593657086224,0.007566876821343648,0.035440641169591586,-0.01917028742726699,0.24036002881688176
large,above21,vwap,gapup,10,target15,3064,0.5404699738903395,0.004339340647038985,0.05187407921867332,-0.05156799392300821,0.24019730201898812
large,above21,touch50,immed,5,trail5,3899,0.5296229802513465,0.003844534386411294,0.02632828034401019,-0.021471133771953876,0.24006031259605842
mid,above200+rs,dn10,immed,5,trail5,2191,0.4244637151985395,0.005124364756289062,0.057787576750841396,-0.03371527612787722,0.23986187507541695
small,above21,vwap,volexp,2,target15,2504,0.5467252396166135,0.004792910860209448,0.04373137480448534,-0.04217339498975858,0.23983718281959499
mid,rs_pos,dn10,gapup,2,trail5,346,0.4421965317919075,0.012890636297026232,0.0722500805046157,-0.034166332427124996,0.23977969562330487
small,none,touch200,volexp,20,trail5,1306,0.46324655436447165,0.006631507843191545,0.046037134060122,-0.027377627479551574,0.23965355522973186
mid,above200+rs,dn15,volexp,5,target15,80,0.625,0.026787689376345854,0.10622541078824321,-0.10560851297681638,0.2395963776226331
mid,none,touch200,volexp,20,time,926,0.5172786177105831,0.007872668145551466,0.06462192286240596,-0.052939173038728866,0.23956724495214737
mid,none,touch21,volexp,20,target10,2219,0.5678233438485805,0.005084920217836013,0.05881131426470507,-0.0655045026174664,0.23953158836921648
large,rs_pos,dn5,gapup,10,time,661,0.5370650529500757,0.009313680105794949,0.08343616001613634,-0.07667808580326124,0.2394539728877896
large,none,dn10,gapup,10,trail5,957,0.4263322884012539,0.0077361865854432285,0.0632944665371257,-0.03355302693056123,0.2393221548890652
large,above200+rs,dn8,volexp,2,target15,194,0.5824742268041238,0.01715849104015553,0.0695232514718408,-0.05589358215466465,0.23899012545787102
large,above21,touch21,immed,5,trail5,9169,0.5278656342022031,0.002493551131934287,0.025839150262136592,-0.023607788620936848,0.2387697279032171
large,above200,vwap,volexp,10,trail5,1301,0.48501152959262106,0.006609856744142651,0.04778916881323849,-0.03217245059257299,0.2384134187450291
mid,above200+rs,dn8,immed,20,target15,3212,0.5395392278953923,0.004205473876563599,0.11204769795419828,-0.12215732147606717,0.23834316816511833
mid,none,dn15,immed,10,target10,7601,0.5904486251808972,0.002733330347795426,0.08495897236176261,-0.11581105813877214,0.23830189151610634
mid,above200,dn5,gapup,10,time,1159,0.5133735979292493,0.006998476189317556,0.07890090784749174,-0.06885603947843712,0.23825674668110347
mid,above21,dn10,gapup,10,target15,124,0.5887096774193549,0.0213920946459315,0.12157948870993578,-0.12201339097509423,0.2382122844318086
small,above50+rs,dn8,volexp,20,target15,287,0.6062717770034843,0.014058563728616984,0.13071713872083746,-0.16557499422400565,0.23816717332584883
small,above50+rs,touch200,green,2,target10,610,0.6344262295081967,0.009640183744557263,0.02606613986683539,-0.018865847732221365,0.23809497475499963
mid,above21,dn8,gapup,10,target15,214,0.5514018691588785,0.016272394450581006,0.11931437913787467,-0.11038337839421745,0.23804460869180402
mid,none,touch50,gapup,20,target15,1563,0.5559820857325656,0.0060210701960157825,0.03966988695866483,-0.03611267874741652,0.23804177468516177
small,above50+rs,touch200,green,20,trail5,612,0.5032679738562091,0.009596339249828811,0.04536688901999473,-0.026644875648891925,0.23740032207782838
mid,above21,dn5,gapup,2,time,584,0.5017123287671232,0.009816593360962224,0.06497112545620343,-0.04571700768338717,0.23722869776917963
large,above200,vwap,immed,20,trail5,11455,0.4272370144041903,0.0022154629470062183,0.04620074671775193,-0.030594166495766153,0.2371166429772084
small,rs_pos,dn8,volexp,5,time,661,0.4735249621785174,0.009217550748735742,0.13062402063548587,-0.09997849831607114,0.23698249478273273
small,above200,vwap,volexp,20,time,2187,0.4906264288980338,0.005058444211311003,0.09104798327583047,-0.07776630930415523,0.23656002429357006
mid,above21,dn8,volexp,2,time,191,0.4816753926701571,0.017116544890303974,0.128766322339012,-0.08663880384990952,0.23655535676775974
mid,above200,dn5,volexp,5,time,1166,0.4957118353344768,0.006921336700606627,0.08165742047744329,-0.06654372524329062,0.23634109970381684
large,above200+rs,touch200,green,5,trail5,433,0.5935334872979214,0.011355089980743718,0.03252872575460472,-0.019563230439041946,0.23628411636809296
small,none,touch21,volexp,20,target15,3048,0.5600393700787402,0.00427864371393129,0.048798498757661096,-0.05239204425001113,0.23621833567648362
large,above50,dn5,gapup,20,target15,461,0.596529284164859,0.010998069835634379,0.09591574585247127,-0.11455225760861372,0.2361385737029748
large,none,dn5,gapup,5,trail5,2394,0.46867167919799496,0.004826048143479222,0.044763435466030045,-0.030401741617450042,0.23613138968703654
large,above200+rs,dn8,volexp,10,target15,191,0.6020942408376964,0.017070657982883024,0.09414851656847209,-0.09956031224531092,0.23592118709008836
mid,none,touch200,immed,20,trail5,6531,0.431480630837544,0.002918048813012048,0.04096644196618199,-0.025958970283576396,0.2358209553102001
large,above200+rs,dn5,volexp,10,target10,427,0.5901639344262295,0.011406313948952737,0.07332892565616692,-0.07776224690943569,0.2356998241496703
mid,none,touch50,immed,10,target10,10920,0.5283882783882784,0.002254786492306182,0.04286991228199501,-0.043249927256529645,0.23562249131753035
small,none,touch200,volexp,5,trail5,1309,0.4774637127578304,0.006506937819037462,0.03735038825823968,-0.021676039555964557,0.2354216937180883
large,none,dn8,gapup,20,trail5,1334,0.4085457271364318,0.006443458433391833,0.06322800161175564,-0.03278033881909013,0.23534064859585918
large,above200,vwap,volexp,10,time,1278,0.5289514866979655,0.006582521435114116,0.06481881915204922,-0.058812390951344565,0.23531938728267934
large,above21,dn5,gapup,20,target10,366,0.6311475409836066,0.012297116429666457,0.08642691291606519,-0.11454720200261585,0.2352576896286853
mid,above21,vwap,volexp,5,target15,2211,0.5422885572139303,0.005001638086674645,0.05572419933779555,-0.05509357035215339,0.23518338382890594
mid,above200,vwap,volexp,20,trail5,2033,0.44318740777176585,0.005215099772425316,0.0514204951308511,-0.03156145607381286,0.23514259724409942
large,above50,touch50,immed,5,time,5308,0.5369253956292389,0.003224700571760036,0.029845653809968214,-0.027641742361068804,0.234938857090564
large,above50+rs,touch200,green,5,target15,362,0.6132596685082873,0.012346723835278947,0.03794065534880715,-0.02823793899331578,0.23491244195700145
small,above200+rs,vwap,volexp,20,trail5,1461,0.42984257357973993,0.006133853269622737,0.05811895986816776,-0.03305779972423832,0.23445445574459683
large,none,vwap,gapup,20,trail5,4721,0.4427028171997458,0.0034111125702114223,0.045213445836948286,-0.02979560598831387,0.23437595356942081
large,above200,dn8,volexp,2,time,388,0.48195876288659795,0.01188587462666995,0.07941514603833298,-0.050939865442887214,0.23412457809609738
large,above50+rs,dn5,immed,10,trail5,2760,0.3923913043478261,0.004456404208472143,0.0627841124873753,-0.033211400243556545,0.23412032413960884
large,none,dn15,volexp,2,target10,522,0.5651340996168582,0.010243763320085052,0.06660821728036244,-0.06300519667234594,0.23404253158781677
mid,rs_pos,touch200,volexp,20,time,233,0.48497854077253216,0.015332368388041666,0.09237207323651615,-0.05721335367760516,0.23403844609397473
large,none,dn15,immed,2,target15,3188,0.5213299874529486,0.00414137666970058,0.05724311757285523,-0.05369289160096982,0.2338319702188834
mid,above200+rs,touch200,green,20,trail5,595,0.48067226890756304,0.009583195759381801,0.04632828330762554,-0.024426820547406896,0.23375927013225986
small,above50,touch50,volexp,20,time,1458,0.551440329218107,0.006118432522430348,0.04526382044183098,-0.04200525537848417,0.23362479684951187
large,above200+rs,dn10,immed,5,trail5,1075,0.4186046511627907,0.007120249554323555,0.06397904501521481,-0.03381808317751815,0.23345299365082714
large,rs_pos,touch21,volexp,10,target15,626,0.5575079872204473,0.009329948454977916,0.052501581622742086,-0.04506319225097766,0.23343523576361183
mid,none,touch200,gapup,20,time,994,0.5331991951710262,0.007402507522563551,0.03755541754913304,-0.027039394016405906,0.23338452158590187
large,above50+rs,touch200,green,10,target10,352,0.5994318181818182,0.012436152483094187,0.04902472896832133,-0.04231696551962161,0.233322902393089
small,above200+rs,touch50,green,20,trail5,1689,0.5127294256956779,0.005669886651517766,0.034863272856887846,-0.02504879190723131,0.23301785581527704
large,above200+rs,dn10,immed,2,trail5,1069,0.4462114125350795,0.007125908116050078,0.05635924816176261,-0.03254352296807979,0.23298559518862358
large,above200+rs,dn10,immed,10,trail5,1086,0.4134438305709024,0.007065883248100041,0.06554080677923796,-0.03415113506505683,0.23285274917487644
large,above200+rs,touch200,green,2,time,435,0.7057471264367816,0.011163563193328153,0.025143964576740445,-0.022367555749699765,0.23283457062810178
large,above50+rs,dn10,green,20,target10,294,0.6326530612244898,0.013565139407198475,0.09539370254822971,-0.1273618304467998,0.23259368886149584
large,above200,touch50,gapup,20,target15,816,0.5392156862745098,0.008142084314567189,0.042075111716485904,-0.03156677753874194,0.23258444956657182
large,rs_pos,vwap,volexp,2,trail5,1027,0.5345666991236612,0.007256393789018753,0.03809871341985407,-0.028167107209576613,0.23254449594321797
large,none,vwap,gapup,10,target10,4595,0.5521218715995647,0.0034291643903360913,0.047391103730515444,-0.05076492701201329,0.23245080957330758
mid,none,touch21,gapup,20,target15,2329,0.5465865178188064,0.004794796231154024,0.04485957715635524,-0.04350299365310842,0.23139549503418322
large,above50+rs,dn5,immed,2,trail5,2714,0.4591009579955785,0.004440085132873999,0.04488022739153843,-0.02988444978149649,0.23131096417847533
mid,rs_pos,dn8,gapup,20,trail5,510,0.3980392156862745,0.010233374242207912,0.07693130866835136,-0.03386982018289672,0.2311021282341489
small,above50+rs,dn5,gapup,10,trail5,452,0.413716814159292,0.010858158308685497,0.07768751709364755,-0.03630067223013679,0.23084761215816618
large,above200+rs,touch21,volexp,10,target15,549,0.5555555555555556,0.009851673742934585,0.05289977290988074,-0.04395845021574811,0.23083209497367882
mid,above200,vwap,volexp,5,trail5,2027,0.49235323137641834,0.005126852076956343,0.04067995908092731,-0.02935517007072395,0.23082224539219762
mid,rs_pos,dn15,gapup,2,trail5,132,0.4696969696969697,0.02006459997316557,0.08529381750508049,-0.037709849840816226,0.23052470304714975
large,above200+rs,touch21,volexp,10,target10,554,0.5667870036101083,0.009793343146796533,0.05068777017666044,-0.043710198883942085,0.23050792128463235
large,none,dn15,gapup,20,trail5,450,0.42,0.01086179527304135,0.07443151872029964,-0.035171452740490515,0.23041347280282581
mid,above200+rs,dn15,gapup,2,trail5,80,0.4625,0.02575674468954011,0.09793575101847626,-0.036350772384195644,0.23037532801967361
mid,above21,touch21,volexp,20,time,1373,0.5273124544792426,0.006214757787138118,0.06134885426408089,-0.05529076740439742,0.23028172594972882
mid,above200+rs,touch200,green,10,target15,588,0.5391156462585034,0.009486649855574947,0.05497625120194004,-0.04372443363814363,0.23003903360860464
mid,above50,touch200,gapup,20,time,595,0.5697478991596638,0.009427981273393253,0.03640580768862103,-0.026296562299896648,0.22997318187218058
large,above200,touch21,immed,5,target10,8861,0.5472294323439792,0.002440363197044147,0.029223251184662957,-0.029930081432059445,0.22971842768753448
large,above50+rs,dn8,volexp,2,target15,90,0.6333333333333333,0.0242098188455134,0.0794130880422109,-0.07114128249423678,0.22967450787567134
small,above50,dn8,volexp,10,target15,425,0.5764705882352941,0.011137924844906248,0.11997630932418818,-0.1370032095852275,0.2296142029286983
mid,above200,dn8,gapup,20,target10,570,0.6192982456140351,0.009613486477971033,0.0805056968768699,-0.10570886500042205,0.22951884386562946
mid,rs_pos,dn8,gapup,10,trail5,509,0.4086444007858546,0.010164101667984428,0.07425796839906164,-0.034126676671098824,0.2293125858364866
large,above200,touch50,volexp,20,target15,598,0.5468227424749164,0.009372080350306056,0.059795122075257376,-0.05147048291190457,0.2291852139108685
small,above50+rs,dn5,gapup,20,trail5,463,0.3952483801295896,0.010645861232031402,0.08209988874387268,-0.03605444960606487,0.22907162485799681
mid,above50+rs,dn5,gapup,20,time,475,0.5136842105263157,0.010507527014555753,0.12814671562824104,-0.11375204883712914,0.2290062420148608
large,above200+rs,touch200,green,2,target10,435,0.7080459770114943,0.01097908101761239,0.024662540221979053,-0.022206001147308335,0.22898688979112772
large,above50,vwap,volexp,5,target15,1280,0.54921875,0.006400022923488504,0.05068547009269776,-0.04755607648717718,0.22897418103163572
mid,above200,vwap,immed,5,time,14664,0.5162984178941625,0.0018906771557865697,0.04298607571000481,-0.04197415612406487,0.22895155779139625
large,above200+rs,vwap,immed,10,target15,7719,0.5298613810079026,0.0026055828284763617,0.05144362639384728,-0.052436466822217226,0.22892087851752782
small,above50,vwap,volexp,20,target10,2400,0.57875,0.0046704715777682515,0.06639864446812194,-0.08013707752678297,0.22880544447407397
mid,rs_pos,touch21,volexp,20,time,857,0.5134189031505251,0.007809198244474077,0.07522895429225614,-0.06332915346061971,0.22861086080679313
small,above200,dn10,volexp,10,time,394,0.46446700507614214,0.011514168526153779,0.16601548302378424,-0.12248460186752574,0.22854971948872763
small,rs_pos,dn8,gapup,20,time,541,0.48613678373382624,0.009818550190430618,0.17476137168828698,-0.146224478780563,0.22837365207598878
mid,above21,dn5,immed,20,target10,5606,0.6064930431680342,0.0030485504895746097,0.08922391198451259,-0.1297693230746997,0.22825481035554152
mid,rs_pos,dn5,gapup,5,trail5,971,0.4603501544799176,0.00731863771623622,0.055712002275672086,-0.03396348815793904,0.22805513968970612
large,none,touch50,immed,10,trail5,7386,0.4654752233956133,0.0026516802304684343,0.036402571541801834,-0.02673929351025199,0.2278902802179978
mid,rs_pos,dn15,gapup,20,trail5,132,0.4090909090909091,0.019825332029016613,0.10067425497945061,-0.036146999244360774,0.22777572365820564
mid,none,touch200,immed,10,trail5,6529,0.4608669015163118,0.0028169015920106863,0.03481408401070654,-0.024535235310789265,0.22761192382378234
large,rs_pos,dn15,volexp,2,target10,83,0.6626506024096386,0.02496406180247799,0.07396410498514429,-0.07128602302061653,0.22743342691712903
large,above50+rs,dn10,volexp,2,target10,49,0.7551020408163265,0.03247371134213625,0.07161710147360131,-0.08821840822988097,0.22731597939495377
mid,above200+rs,touch200,green,5,target10,598,0.6053511705685619,0.009293384364581991,0.03843177377021967,-0.035401941757624955,0.2272607792445025
small,above200+rs,dn10,gapup,10,time,228,0.4780701754385965,0.015047166719709829,0.17156254620911854,-0.12831565987142926,0.22720723490745057
small,above200,touch200,volexp,5,time,1001,0.4955044955044955,0.007177674429034207,0.03757162896730479,-0.02267460567192066,0.22709145562838937
small,above50+rs,dn10,volexp,20,target15,172,0.6104651162790697,0.017305615087300292,0.14006124991580365,-0.17507261859916026,0.22696101412040973
small,above50,vwap,volexp,10,target15,2372,0.5311973018549747,0.004658312506606404,0.06619408314774626,-0.06506747077382186,0.22687464483858874
large,above21,vwap,volexp,5,target15,1289,0.5461598138091543,0.006316238727427508,0.05232064206645606,-0.04904632529082224,0.22676968397943137
mid,above21,touch200,immed,10,time,3111,0.499196399871424,0.004064760122411155,0.043268547324313594,-0.03501321261478684,0.22671743882393877
mid,above50,touch200,immed,10,time,3231,0.5020117610646858,0.003985640498122034,0.04185791008574543,-0.03419262008057602,0.22655132268970277
mid,above50+rs,vwap,immed,20,target15,9729,0.520402919107822,0.0022916537540317505,0.07929173084657781,-0.08125986581724144,0.22603885691643918
mid,none,touch200,immed,5,trail5,6568,0.49695493300852617,0.0027857158527946537,0.02828760579306992,-0.022407434499825955,0.22576332242544442
large,above200,dn10,immed,2,time,1868,0.5064239828693791,0.005219194337307517,0.0564633863811502,-0.04735890292242694,0.22557548723903662
mid,above50,vwap,immed,5,time,15132,0.5196933650541898,0.0018337469762950052,0.04546162790308286,-0.04537176425213919,0.22557323974379473
mid,above50,dn5,volexp,2,time,737,0.4762550881953867,0.00829882926377186,0.087439880627363,-0.06366622003317243,0.22529449169694998
mid,above21,dn15,gapup,20,target10,31,0.8064516129032258,0.040455907808516336,0.09762679425837321,-0.19775611906588733,0.22524896176219406
large,none,vwap,immed,2,trail5,16931,0.518280077963499,0.0017309037064076015,0.023608660350830774,-0.021807266297860832,0.22522376425973722
small,above200,dn8,gapup,10,trail5,507,0.3905325443786982,0.009981550028557381,0.08080153143612916,-0.03539824388309055,0.22475117324077548
small,above50,touch50,gapup,20,time,1803,0.5529672767609539,0.005290314667326299,0.03229309223622098,-0.02811138413687718,0.22463600555260052
small,above200,touch200,volexp,10,trail5,1018,0.46660117878192536,0.007040252968309577,0.03962927456497283,-0.02146763885197596,0.2246271015955823
large,none,vwap,immed,2,target15,16898,0.5356846964137768,0.0017270502519599045,0.025624662462546344,-0.02584383755459483,0.22450324735977878
mid,rs_pos,dn15,gapup,5,trail5,132,0.4090909090909091,0.01953901082441405,0.09947258447221409,-0.03579961708560137,0.22448614346446233
mid,above200+rs,dn15,gapup,5,trail5,80,0.3875,0.02507718130155843,0.11868898609131309,-0.03414661356542919,0.22429712829748524
large,above50,touch50,immed,5,target15,5308,0.5369253956292389,0.003076420035596432,0.029569487814895785,-0.027641742361068804,0.22413572702629284
mid,above21,vwap,volexp,10,target10,2202,0.5594913714804723,0.004772545358375842,0.060572856018039,-0.06609960178874273,0.22395394752818276
large,above200+rs,touch200,green,2,trail5,435,0.6919540229885057,0.010731797824222964,0.02347414990318319,-0.017890948263590684,0.2238293898818888
small,above21,dn5,volexp,10,target15,727,0.5598349381017882,0.008299678079721316,0.12027808316946481,-0.13412285589379622,0.22378370154466956
mid,above50+rs,touch200,green,5,target10,511,0.5929549902152642,0.009895309765314402,0.039656493798226056,-0.03345872274416747,0.22368653599318414
small,above200+rs,dn15,green,20,time,586,0.43856655290102387,0.009237044900494928,0.2336824649320777,-0.16608962059530075,0.2236051813293757
small,above200,dn10,volexp,5,time,401,0.41895261845386533,0.01116085936629985,0.15773633530063466,-0.09452446233742656,0.22349603463937245
large,above50+rs,dn5,immed,20,trail5,2761,0.3784860557768924,0.004249396513253437,0.06576294799651095,-0.03321077906949954,0.22328546879910063
large,above200,dn8,immed,2,trail5,2958,0.46179851250845166,0.004103622798565623,0.0437118696709111,-0.029881845309238347,0.22318577906233306
mid,above200,vwap,volexp,2,trail5,2029,0.5027106949236076,0.004952428257950162,0.03528114016422858,-0.02570692371866429,0.22307927094228347
large,above50+rs,touch200,green,2,target15,363,0.699724517906336,0.01170401171461489,0.02630396132981042,-0.022317889223547174,0.2229913723630375
mid,above50+rs,touch200,green,2,target10,512,0.634765625,0.009847715225294693,0.029042569062455312,-0.02351232486602723,0.22282835887999639
mid,above50,dn8,volexp,2,time,275,0.45454545454545453,0.013430200298698373,0.1265658543851186,-0.08084951143998516,0.22271467625050761
small,above200+rs,dn5,immed,20,trail5,6515,0.39462778204144283,0.0027568278531626294,0.05881503663563595,-0.033786188064621074,0.22251887622178454
mid,rs_pos,touch50,gapup,20,time,533,0.5722326454033771,0.009637522819500487,0.04935480424650018,-0.0434930510192491,0.22249949206543657
large,none,dn8,gapup,10,trail5,1328,0.42168674698795183,0.006104530834640992,0.059654104244893445,-0.03294203311033476,0.22245969080334027
mid,above21,dn10,gapup,5,target15,123,0.5853658536585366,0.02005212392941485,0.1057362201912577,-0.10091365902848089,0.22238881247022124
large,above21,touch21,immed,20,trail5,9156,0.45172564438619484,0.002324107369832948,0.040594092691009935,-0.029206701253351914,0.22238683798503509
mid,none,touch200,gapup,20,target15,994,0.5352112676056338,0.00704598174316766,0.03656476853808462,-0.026945348505524602,0.22214406040383267
small,rs_pos,dn15,gapup,2,time,198,0.47474747474747475,0.015786414963639233,0.11401074208081977,-0.07299326531535089,0.2221345486096976
large,above21,touch200,immed,10,time,2005,0.5082294264339152,0.0049559327647905535,0.03931271831303638,-0.030550724916408735,0.22191292320659176
large,above50+rs,dn5,volexp,5,target10,265,0.5886792452830188,0.013624232473783865,0.06918504997706777,-0.06589400175109954,0.2217864362002832
small,above200+rs,dn8,gapup,10,time,319,0.4890282131661442,0.012416887541005084,0.14535197644808812,-0.11480933251730749,0.22177270276051458
small,above50+rs,vwap,volexp,5,time,1426,0.5056100981767181,0.005867387167992677,0.07455176418472324,-0.0643757842207488,0.2215667102419324
mid,above50+rs,vwap,volexp,10,target15,1397,0.5347172512526843,0.005925480397721427,0.07006054139224172,-0.06778050508367342,0.22147349992146215
small,above50,dn5,volexp,20,target15,850,0.5835294117647059,0.007584011425919775,0.12063852248917586,-0.15082004927287976,0.2211100289724766
mid,none,vwap,gapup,10,trail5,6469,0.4592672746946978,0.002748426302322097,0.04053631185946899,-0.029346430184322675,0.22105618549161948
large,rs_pos,touch200,immed,20,target15,1057,0.5279091769157994,0.006799226841267618,0.06577456333390978,-0.05914914542906169,0.22105331103703885
large,above50+rs,touch50,immed,20,target10,2029,0.5406604238541153,0.004905101231232138,0.055359462816817175,-0.05448163123592107,0.22094745235426566
small,above21,dn5,gapup,20,target15,592,0.5777027027027027,0.009071880045532178,0.12769128866216586,-0.15319947094202274,0.22072836808129295
small,above200,touch200,volexp,20,trail5,1004,0.4651394422310757,0.006964159917409315,0.044416976228184,-0.025606538810955256,0.2206660858597703
small,above200+rs,dn5,gapup,5,time,553,0.5117540687160941,0.009377176628282576,0.09031112494243775,-0.07545359141951709,0.22051323579200174
large,above21,dn8,gapup,20,target10,127,0.6692913385826772,0.019559483262561194,0.09437826947913266,-0.13185948884240495,0.22042418188188484
large,rs_pos,dn10,gapup,20,time,204,0.4852941176470588,0.015404913255112321,0.17786318378142335,-0.1377700275268381,0.22002617091859142
small,above200,touch200,volexp,10,time,991,0.4944500504540868,0.006984479533102615,0.04017139055497744,-0.025473776755756985,0.2198724806773107
mid,above50,touch50,volexp,20,time,912,0.5208333333333334,0.007277245484768313,0.05822162766865751,-0.048097082975980816,0.21976799421928955
small,above50+rs,dn5,volexp,20,target10,564,0.6648936170212766,0.009247919306428754,0.08923456063195617,-0.14945573411723678,0.21962591487571492
large,none,touch21,volexp,5,target10,1518,0.5533596837944664,0.005635558823445733,0.038409331929326926,-0.03496911582100884,0.2195699348665953
mid,above200,dn8,immed,5,time,5124,0.47560499609679935,0.003065655485395047,0.07690472539677091,-0.06390338559165111,0.21944612089645188
large,above200+rs,touch200,green,20,trail5,428,0.48598130841121495,0.010604440655839925,0.04679152762530392,-0.023608805206198756,0.21938637417748338
large,above21,dn5,volexp,20,target10,264,0.6477272727272727,0.013498785918976332,0.08626686860383104,-0.12030059192091781,0.2193293104434457
mid,above21,dn15,gapup,2,trail5,31,0.5483870967741935,0.03937334880981012,0.10884076538252796,-0.044979942742775836,0.21922152834853662
mid,rs_pos,dn15,gapup,10,trail5,132,0.4090909090909091,0.019065130836160227,0.09881598539691278,-0.036146999244360774,0.21904167690553275
large,rs_pos,touch200,green,20,trail5,568,0.4788732394366197,0.009189343961409528,0.044470161205181616,-0.023230866478813478,0.21900734258590793
mid,above200+rs,vwap,volexp,5,time,1391,0.5190510424155284,0.005863321427704936,0.06302806146214224,-0.05583016482769675,0.21867909499295113
large,above21,touch50,immed,10,trail5,3845,0.47724317295188556,0.003523151393064327,0.03373353560869793,-0.024056975490362367,0.21846379703361496
mid,rs_pos,dn5,immed,5,time,9000,0.48155555555555557,0.0023024638736093275,0.0742165875746051,-0.06449475261162764,0.2184309021257858
small,rs_pos,vwap,volexp,20,time,1683,0.46761734997029114,0.005321962113781471,0.11882127174018514,-0.09436995381923159,0.21833021203283834
mid,above200,dn15,immed,2,time,1380,0.4927536231884058,0.00587546359251826,0.06897702929337693,-0.055423200231173024,0.21826378524453033
small,above200,dn8,gapup,5,trail5,501,0.4031936127744511,0.00974626000685494,0.07581468177224322,-0.034888593493507716,0.21815082315850023
small,none,touch50,gapup,20,target15,2063,0.5593795443528842,0.004802842183344815,0.032352082947827904,-0.0301716614934577,0.21814633973008604
large,above200,dn5,immed,5,trail5,6609,0.44530186109850206,0.0026833652570023205,0.044584072157932725,-0.03095378160863822,0.2181462081227575
large,above200+rs,dn10,immed,2,time,1055,0.4985781990521327,0.0067157480766961665,0.06406129922528526,-0.050304592006778066,0.21813262525876065
mid,above200+rs,touch21,immed,20,target10,6110,0.5382978723404256,0.0027902327471370225,0.05785454634658873,-0.06140917435268456,0.2181026972903509
large,above200+rs,dn10,volexp,10,target10,123,0.6829268292682927,0.019656899955681355,0.08314748954858775,-0.11709206224442475,0.21800556656132175
large,above50+rs,dn15,immed,5,time,219,0.4155251141552511,0.014727801101842042,0.19520093266974137,-0.1135773158722114,0.21795155296463686
large,above21,dn10,volexp,2,time,42,0.4523809523809524,0.033586617592310984,0.188809078306078,-0.09464063256254003,0.21766615955235122
mid,above200+rs,touch200,green,5,trail5,601,0.56738768718802,0.008864736081651609,0.03246661441021754,-0.022090035110813713,0.2173216763790462
mid,above21,dn15,volexp,2,target15,31,0.6451612903225806,0.03903182415702834,0.1212899167288736,-0.11052834415541758,0.21731999955775033
large,above21,touch200,immed,10,target15,2012,0.510934393638171,0.004839252919072006,0.03866419021859753,-0.030498181576773767,0.21706625268629579
large,above50+rs,touch200,green,5,target10,362,0.6132596685082873,0.011403064416531564,0.03640189539571457,-0.02823793899331578,0.21695809703189167
large,above200+rs,touch200,green,10,trail5,435,0.5379310344827586,0.010400124292382275,0.03857136964087518,-0.02239625088944529,0.21691178991515184
mid,none,dn15,gapup,10,target10,767,0.6114732724902217,0.00782596222057226,0.08125154476614348,-0.10773309218839719,0.21673818341005638
small,above50+rs,dn5,immed,20,target15,5156,0.5622575640031032,0.00301527047401415,0.12020777438854074,-0.14751245165634147,0.21651237770209714
large,rs_pos,vwap,volexp,20,target10,1005,0.582089552238806,0.006806643763387938,0.06694123380328951,-0.07695224950647496,0.21578241661052056
