universe,quality,pullback,trigger,hold,exit,n,wr,exp,avg_w,avg_l,score
mid,above21,touch50,green,20,target10,2940,0.6357142857142857,0.016354348255899584,0.05205778531165428,-0.04595164974335862,0.8867616580644556
large,above200+rs,dn5,green,2,target15,2104,0.6739543726235742,0.019332082838885194,0.04309030171479264,-0.02977747163055616,0.8867506493798292
large,rs_pos,touch21,green,20,target10,2974,0.6139878950907868,0.016248416296563862,0.06081877676926315,-0.05464485741698048,0.8860975169830455
mid,above21,touch21,green,20,trail5,6295,0.5485305798252581,0.01116669052469096,0.03910971947219199,-0.02278379468140371,0.8859767953740285
mid,above21,dn10,green,10,target15,529,0.6370510396975425,0.03852023302192474,0.13002939961544144,-0.12209741875940404,0.885965359504269
small,above200,dn5,volexp,2,trail5,1145,0.45938864628820963,0.02618052351157435,0.09663989063126015,-0.033692864380113416,0.8858925916748663
small,above21,dn5,volexp,5,time,728,0.4739010989010989,0.03280565019393086,0.18509744561010222,-0.1043762542932209,0.8851448347150273
large,above50+rs,vwap,green,2,trail5,3975,0.6948427672955975,0.014038964011659341,0.027343237443987846,-0.016254855625678934,0.8851230023672687
large,above200,dn10,green,2,trail5,989,0.6572295247724975,0.028103855607342357,0.05420295400539907,-0.021938663444978773,0.8838204604433904
mid,none,vwap,immed,20,target15,24506,0.5433771321309068,0.0056448215087564375,0.07711436913673142,-0.07940330147731281,0.8836625067124424
large,above200+rs,vwap,green,2,trail5,3987,0.6950087785302232,0.013976373890317187,0.02731409051534246,-0.016417386609637617,0.8825059213031801
mid,rs_pos,touch21,green,10,time,3490,0.6054441260744986,0.014933217134397244,0.05540569492065802,-0.04717160898206537,0.8821980498736457
small,above50+rs,dn15,green,5,target10,437,0.7322654462242563,0.04206763493213291,0.09123510197421936,-0.09240748860177872,0.8794047658150725
small,none,touch50,green,5,trail5,7108,0.6402644907146877,0.010428966715004961,0.025000100229549422,-0.015505029618468582,0.879255292077892
mid,none,dn5,immed,5,trail5,30038,0.42965576935881217,0.005073024151244753,0.05439508308035472,-0.032082619821385015,0.8792298749399173
mid,none,touch50,green,10,trail5,5461,0.567844717084783,0.01189510820188411,0.036487987932306516,-0.020419518935420922,0.8790315949234542
mid,above200,dn10,green,5,target15,1827,0.5801860974274767,0.020564773202749534,0.07857634327550664,-0.059607670444085575,0.8790087494449186
mid,above200+rs,dn8,green,5,target15,1606,0.5877957658779577,0.021930451903605274,0.07895902766013609,-0.05939126337458974,0.8788613209365451
large,above21,touch21,green,10,target10,4587,0.6250272509265316,0.01296957055475316,0.04193693864154837,-0.035314990087596775,0.8783952247359054
mid,rs_pos,touch21,green,10,target10,3524,0.6259931895573212,0.014787187796678132,0.050934819843707936,-0.04571484277672683,0.8778160925958323
mid,rs_pos,dn15,immed,20,trail5,1433,0.43475226796929517,0.02318627865159037,0.09997419658944126,-0.035874058231472716,0.8777162644484132
large,above21,touch21,green,10,time,4563,0.616261231645847,0.012992063917245873,0.04339803703965111,-0.035838088235925755,0.8776136771942352
mid,above21,dn10,green,2,target10,527,0.6907020872865275,0.03821480348025618,0.07583058195242863,-0.045786076052693366,0.8772773934470409
mid,rs_pos,dn15,immed,5,trail5,1429,0.4366689993002099,0.023204044186945535,0.09941901204128281,-0.035874390522503484,0.8771619779800486
large,rs_pos,dn10,green,5,target15,810,0.6444444444444445,0.03081014246040573,0.08321782790784392,-0.064178787413076,0.8768720268823164
large,rs_pos,dn8,green,2,target15,1278,0.6799687010954617,0.024522027037888115,0.053728372900284115,-0.03753253177487992,0.8766410310041154
large,above21,touch21,green,5,target15,4657,0.6708181232553145,0.012843375080508423,0.031850433014345036,-0.025889859743565665,0.8764603722170304
mid,above50,dn10,immed,10,trail5,1851,0.4208535926526202,0.020369443950909734,0.09695294078111248,-0.035282182943426034,0.8763596698587788
mid,none,dn10,volexp,20,target15,1994,0.6023069207622869,0.019617192535338883,0.1198844985623255,-0.13223783210326254,0.8759905709990833
mid,above50,dn8,green,5,target10,1445,0.6373702422145329,0.023041727439077883,0.0739844843451912,-0.06649697315353732,0.8758887708376049
large,above200,dn15,green,2,trail5,376,0.6675531914893617,0.04516074532004375,0.07851753684787477,-0.021819692067840943,0.8756993417355394
mid,rs_pos,dn8,immed,20,time,4581,0.4819908316961362,0.012935917555992006,0.16517123221924385,-0.12871413502574422,0.8755428079618089
mid,above50+rs,dn10,green,20,target15,649,0.6456086286594761,0.034350985699781476,0.13166579406286938,-0.14293120866601786,0.8751077944097732
mid,rs_pos,dn15,immed,10,trail5,1431,0.43535988819007687,0.02313101317840793,0.09974209053224341,-0.03593916156347263,0.8750129346552564
large,above50+rs,dn5,green,20,target10,1447,0.6489288182446441,0.02299770252569793,0.08294046489625946,-0.08780200980886364,0.8748200290078716
mid,rs_pos,touch21,green,5,time,3579,0.6401229393685387,0.01462164916870242,0.0418085821646752,-0.033736474661867175,0.8747364190273281
large,above200+rs,vwap,immed,20,time,7716,0.5295489891135303,0.009957859918115956,0.07721400030815145,-0.06574698571099838,0.8747060332090419
mid,none,touch200,green,10,trail5,3196,0.5566332916145181,0.015451870120726716,0.04283977646747933,-0.01893280552561971,0.8735432946157113
mid,above21,touch50,green,5,target15,3025,0.6793388429752066,0.01586325198376872,0.03420182933214774,-0.022988063945013626,0.8724788591072796
small,above200+rs,vwap,green,20,target10,3875,0.6185806451612903,0.014012387213952066,0.0671037640619563,-0.07209047496782478,0.8722640697092214
large,none,dn15,immed,5,trail5,3248,0.45104679802955666,0.015305156841929748,0.07472675883430317,-0.03351853744793401,0.8722596738960893
large,above200+rs,dn15,green,10,trail5,242,0.640495867768595,0.05606375456520532,0.10094574162360632,-0.023898406285968857,0.8721473427003688
large,above50,dn10,volexp,2,trail5,70,0.6,0.10418255427541735,0.19984228032378346,-0.039307034797131754,0.8716537862445844
large,above21,dn10,immed,20,time,409,0.4547677261613692,0.043058646905216116,0.2810488672218901,-0.15544440681183036,0.8708072421512144
large,none,touch200,green,20,time,2140,0.5817757009345794,0.018819724991958626,0.0626792441328118,-0.0421915614106807,0.8706030004394181
large,above21,dn10,green,20,time,196,0.4489795918367347,0.0621081171259941,0.32581867195480835,-0.15276714977155822,0.8695136397639174
large,above21,touch21,green,10,target15,4571,0.6184642310216583,0.012857083616065586,0.0428349810315323,-0.035736675554533255,0.8692567644454112
large,none,vwap,volexp,20,time,1919,0.5601875977071391,0.01984057109687484,0.09251130921440975,-0.07271990695567261,0.8691438394896606
large,above200,dn10,green,20,target15,981,0.5769622833843018,0.02774555268500428,0.11665436175359688,-0.09351320859890752,0.8690162228717123
small,above21,touch21,green,5,target15,7899,0.6602101531839474,0.009771590490964033,0.02458538253615002,-0.01901154122127327,0.8684629892699842
large,above50,dn10,volexp,10,trail5,70,0.6,0.10372815895799782,0.199654420716007,-0.040161233679015904,0.8678520422612926
large,above50,dn10,volexp,20,trail5,70,0.6,0.10369927303176801,0.19960627750562404,-0.040161233679015904,0.8676103652632338
large,above21,touch50,green,20,target15,1902,0.6335436382754994,0.019868624950119932,0.05997941708509587,-0.049476431753819806,0.8665089806753422
mid,none,touch200,green,10,time,3136,0.5905612244897959,0.015470261572412157,0.048993539174186584,-0.03288262792796655,0.8663346480550808
mid,above50,touch21,green,20,trail5,5941,0.5458676990405655,0.011238549844587947,0.03951725297281985,-0.022752493240977684,0.8662436265288066
small,above21,dn15,green,2,target10,344,0.752906976744186,0.04667815620588281,0.08448671293713855,-0.06852674018700239,0.8657508254530248
mid,above21,dn8,volexp,5,time,189,0.5185185185185185,0.06289579891216639,0.22416519973829147,-0.11077894043904528,0.864674278229171
large,none,touch50,green,5,target15,3789,0.6629717603589338,0.014039912831832693,0.03577111001651184,-0.028707751481334108,0.8642247787243601
large,rs_pos,dn10,volexp,20,time,189,0.5555555555555556,0.06282946961399026,0.22439350746410539,-0.13912557769865366,0.8637624011401148
mid,above21,touch50,green,10,target15,2906,0.6180316586373021,0.01602044363607546,0.046364382448588405,-0.03307659610020674,0.8636193079975255
mid,above200+rs,dn10,green,10,target10,1112,0.6843525179856115,0.025876060630357283,0.08101517884104144,-0.09367057457856197,0.8628802995117398
large,above200,touch21,green,10,time,4498,0.6056024899955536,0.01285754084396667,0.044796209059161284,-0.03618469828691841,0.8623183703140689
large,above50+rs,dn15,immed,2,trail5,231,0.4155844155844156,0.05672412846801783,0.1902360012422394,-0.03821764772698415,0.8621321124719692
mid,above200,touch21,green,5,target10,5798,0.6536736805795101,0.011306824398695781,0.03159597479399057,-0.026987936556566786,0.8609536130042656
mid,above200,dn8,volexp,10,time,571,0.4798598949211909,0.0360235126630583,0.18181518363807114,-0.0984778942297145,0.8608036758043806
mid,above21,touch21,green,2,target15,6214,0.698744769874477,0.010915948009672936,0.023477588419829252,-0.018220079052772963,0.860492487348129
large,above50,dn10,volexp,5,trail5,70,0.6,0.10284448890706287,0.1981816372977821,-0.040161233679015904,0.8604587281786665
large,above200+rs,dn15,green,20,trail5,242,0.640495867768595,0.05526220478899025,0.09969428971493505,-0.023898406285968857,0.8596781544915235
mid,above21,touch21,green,2,time,6213,0.6985353291485594,0.010904995183435358,0.023471837471437964,-0.018214116151285036,0.859559916267621
mid,none,touch21,immed,20,target15,17718,0.5426684727395868,0.0064574185164410144,0.06364593051717578,-0.06140233008124686,0.8595403786546325
small,none,vwap,volexp,20,time,3928,0.5058553971486762,0.013701030148602324,0.11322557292529038,-0.08818215712459661,0.8586950542410675
large,rs_pos,dn8,volexp,20,time,293,0.5733788395904437,0.050165415882313776,0.18285696536525456,-0.12817202662275864,0.8586936022465355
large,above50,touch21,green,5,time,4470,0.6648769574944071,0.01284175765345842,0.0328104374468691,-0.026775676489409764,0.8585749857448713
mid,above200+rs,dn8,green,5,target10,1613,0.6243025418474891,0.021369438742273435,0.06925170238651564,-0.05819729308900033,0.8582430584127786
mid,above21,dn10,green,5,target15,529,0.6275992438563327,0.03730034339972945,0.11085486815092424,-0.08665956633324855,0.8579078981937773
large,above200+rs,dn15,green,5,trail5,241,0.6390041493775933,0.055258034810905604,0.09994167597097982,-0.02383714609313378,0.8578353857765163
large,above50,touch21,green,10,time,4444,0.61003600360036,0.012865015298807648,0.044163308459153,-0.036096134590226536,0.8576248021307089
small,above21,touch21,green,5,target10,7912,0.663928210313448,0.009635001010251129,0.024017955787525098,-0.018779313184942612,0.8570277884801512
large,none,touch50,green,10,trail5,3788,0.5805174234424498,0.013906396078912258,0.039253018348009275,-0.02117052171199042,0.8558932077138973
large,above21,dn8,volexp,10,trail5,75,0.52,0.09881134156056247,0.227816490789806,-0.040944236771118046,0.8557313197346821
large,above50+rs,vwap,green,2,target15,3968,0.7033770161290323,0.01358438579335072,0.02834264049776829,-0.021411611555867145,0.855708485603662
large,above21,touch21,green,5,target10,4657,0.6721065063345502,0.012538436708384063,0.031197775725147106,-0.025708931413730096,0.8556507020594575
mid,above200+rs,dn10,green,2,target10,1117,0.683974932855864,0.025584443207615166,0.054743678342965355,-0.03752506286436089,0.8550717462003975
large,above21,dn8,volexp,5,trail5,75,0.5066666666666667,0.09871473304230065,0.23347323381329785,-0.039685889371155914,0.8548946654243149
small,none,touch50,green,20,trail5,7144,0.563969764837626,0.010110328932430586,0.034908673580467606,-0.021964319731113926,0.8545471069608513
large,above200,touch21,green,10,target10,4516,0.6153675819309123,0.012711414597864944,0.04278796265283745,-0.03540759924483431,0.854222193478912
small,above200,dn5,volexp,10,trail5,1160,0.4189655172413793,0.025075170253984955,0.10977837975753227,-0.036001624729285066,0.8540295248929893
small,above50,touch21,green,5,target15,7397,0.6521562795727998,0.009927239246152294,0.02586991857805834,-0.019962960947052046,0.8538002897255377
large,none,dn5,immed,10,target10,16717,0.5636776933660346,0.006602260931775116,0.06373660820212342,-0.0672086733057478,0.8536342967616556
large,above21,dn8,volexp,2,trail5,74,0.5,0.09908695292015435,0.2375262117810109,-0.039352305940702256,0.852378198739307
large,above50,touch21,green,10,target10,4461,0.6195920197265187,0.012760958807856243,0.04227040733091819,-0.03530275110242262,0.8523136000985676
large,none,touch50,green,5,target10,3795,0.6671936758893281,0.013831808604164228,0.034838453868711476,-0.028281275964191766,0.8520888079010126
large,above200+rs,vwap,green,2,target15,3981,0.7043456417985431,0.013499921146686088,0.028161551205134232,-0.021428889969616876,0.8517797686718093
small,above200+rs,vwap,green,20,trail5,4099,0.5281776042937302,0.013304185881899687,0.04773399452764827,-0.025237973227741305,0.8517796562237145
mid,above50+rs,dn10,green,20,target10,655,0.7343511450381679,0.033273935187610904,0.09541331807214283,-0.1385021749702043,0.85157875130807
large,above21,dn8,volexp,20,trail5,75,0.5066666666666667,0.0983064514114052,0.2326628245566232,-0.03968117506206195,0.851358842781775
large,rs_pos,touch21,green,20,target15,2956,0.5926928281461434,0.015654756477202145,0.0648532765621793,-0.05593644550691744,0.8511351593405394
large,rs_pos,dn10,green,2,target15,836,0.6889952153110048,0.02938026098843687,0.059297120006806994,-0.036897088221490765,0.8494910117746298
mid,rs_pos,dn15,green,2,target10,692,0.6864161849710982,0.032258859350138995,0.06797312361640093,-0.04591752556448967,0.8485980983645077
mid,above21,dn10,gapup,20,time,120,0.5083333333333333,0.0774643469188024,0.29317548423335815,-0.14555903233861964,0.8485794041966777
small,none,vwap,volexp,2,trail5,4174,0.5138955438428366,0.01313073360072859,0.049042629385786005,-0.024834281903927963,0.8483307564061591
small,above50+rs,dn5,volexp,2,trail5,587,0.504258943781942,0.03497140457593121,0.10299209054146026,-0.0342180216982839,0.8472900884666965
mid,above50,dn10,immed,5,trail5,1839,0.4230560087003806,0.01975502722127753,0.09460169923838582,-0.035127829356771716,0.8471659600362684
large,above200,dn15,green,20,time,368,0.44565217391304346,0.04415573748279093,0.2630457833431079,-0.13181469154216974,0.8470539110203591
small,above50,touch21,green,5,target10,7410,0.6573549257759784,0.00983459957830278,0.025224306908363768,-0.019690120549592877,0.8465756759402844
large,above21,touch50,green,20,time,1892,0.6247357293868921,0.01946156558038773,0.06147273618003891,-0.05047815786860902,0.8465221768605793
mid,above50+rs,dn5,volexp,10,time,488,0.48770491803278687,0.038315988172267675,0.19255916794367464,-0.10852351897011175,0.8464278441859471
large,above50+rs,dn5,green,10,target15,1437,0.592901878914405,0.022325025745852087,0.08454391887309584,-0.06829120834715934,0.8462922279169303
large,above50,touch21,green,10,target15,4449,0.6124971903798606,0.012687715027722812,0.04341917462355817,-0.03588724286012599,0.8462810544182736
mid,above200,touch21,green,10,target10,5676,0.6000704721634954,0.011230104262828729,0.04273197946141755,-0.03603658601311557,0.8460674395080611
large,above200,dn10,green,10,target10,989,0.6592517694641051,0.02688656000988009,0.07941319729437145,-0.07473767592331983,0.8455384976238927
small,above200,dn5,volexp,20,trail5,1188,0.4099326599326599,0.024528293116491757,0.11134135010875786,-0.03578263235459753,0.8454258985220063
large,above50+rs,dn15,immed,10,trail5,234,0.3974358974358974,0.05526059106749264,0.19642398567737496,-0.03784717984540843,0.8453244965574483
